año,Contrato,Obra,Descripción,Monto Contrato
2024,SIOP-E-IVTUR-OB-CSS-332-2024,"PAVIMENTACIÓN DE CARRILES LATERALES, CICLOVÍA, BANQUETAS, PAISAJE Y ENTORNO URBANO, DEL BOULEVARD FRANCISCO MEDINA ASCENCIO, EN LA CABECERA MUNICIPAL DE PUERTO VALLARTA, JALISCO. QUINTA ETAPA. FRENTE 3.","PAVIMENTACIÓN DE CARRILES LATERALES, CICLOVÍA, BANQUETAS, PAISAJE Y ENTORNO URBANO, DEL BOULEVARD FRANCISCO MEDINA ASCENCIO, EN LA CABECERA MUNICIPAL DE PUERTO VALLARTA, JALISCO. QUINTA ETAPA. FRENTE 3.","$12,063,654"
2024,SIOP-E-PAVFI-OB-CSS-379-2024,"PAVIMENTACIÓN CON EMPEDRADO AHOGADO EN CONCRETO HIDRÁULICO Y HUELLAS DE RODAMIENTO, EN LA CALLE ELISEO R. MORALES UBICADA EN LA CABECERA MUNICIPAL DE MIXTLÁN, JALISCO.","PAVIMENTACIÓN CON EMPEDRADO AHOGADO EN CONCRETO HIDRÁULICO Y HUELLAS DE RODAMIENTO, EN LA CALLE ELISEO R. MORALES UBICADA EN LA CABECERA MUNICIPAL DE MIXTLÁN, JALISCO.","$2,986,056"
2024,SIOP-E-FINEDUC-OB-CSS-344-2024,"CONSTRUCCIÓN DE LA NUEVA PREPARATORIA EN EL MUNICIPIO DE TONALÁ, JALISCO. TERCERA ETAPA. FRENTE 2.","CONSTRUCCIÓN DE LA NUEVA PREPARATORIA EN EL MUNICIPIO DE TONALÁ, JALISCO. TERCERA ETAPA. FRENTE 2.","$8,321,295"
2024,SIOP-E-IV-OB-CSS-354-2024,"CONSTRUCCIÓN DEL NODO COLOTLÁN, UBICADO EN LA AV. JUAN GIL PRECIADO A SU CRUCE CON LA CARRETERA A COLOTLÁN, MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA. FRENTE 2.","CONSTRUCCIÓN DEL NODO COLOTLÁN, UBICADO EN LA AV. JUAN GIL PRECIADO A SU CRUCE CON LA CARRETERA A COLOTLÁN, MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA. FRENTE 2.","$7,281,788"
2024,SIOP-E-FINEDUC-OB-CSS-364-2024,"MEJORAMIENTO DE INFRAESTRUCTURA EN EL CECYTEJ TLAJOMULCO SANTA FE - CHULAVISTA CCT 14ETC0021W, EN EL MUNICIPIO DE TLAJOMULCO DE ZÚÑIGA, JALISCO. SEGUNDA ETAPA. FRENTE 2.","MEJORAMIENTO DE INFRAESTRUCTURA EN EL CECYTEJ TLAJOMULCO SANTA FE - CHULAVISTA CCT 14ETC0021W, EN EL MUNICIPIO DE TLAJOMULCO DE ZÚÑIGA, JALISCO. SEGUNDA ETAPA. FRENTE 2.","$4,038,405"
2024,SIOP-E-DRE-OB-AD-413-2024,"REHABILITACIÓN DEL PARQUE DEMÓSTENES (ANDADORES, ILUMINACIÓN, MOBILIARIO, SENDEROS Y ARBOLADO), UBICADO EN EL MUNICIPIO DE GUADALAJARA, JALISCO. SEGUNDA ETAPA","REHABILITACIÓN DEL PARQUE DEMÓSTENES (ANDADORES, ILUMINACIÓN, MOBILIARIO, SENDEROS Y ARBOLADO), UBICADO EN EL MUNICIPIO DE GUADALAJARA, JALISCO. SEGUNDA ETAPA","$1,986,618"
2024,SIOP-E-IV-OB-AD-430-2024,"CONSTRUCCIÓN DE PARABUS TIPO 2 PARA TRANSPORTE PÚBLICO EN EL ACCESO SUR A LA ZONA METROPOLITANA DE GUADALAJARA, JALISCO. FRENTE 10.","CONSTRUCCIÓN DE PARABUS TIPO 2 PARA TRANSPORTE PÚBLICO EN EL ACCESO SUR A LA ZONA METROPOLITANA DE GUADALAJARA, JALISCO. FRENTE 10.","$1,698,716"
2024,SIOP-E-SROP-SER-AD-476-2024,"ELABORACIÓN DE PROYECTOS EJECUTIVOS DE INSTALACIONES PARA LA REHABILITACIÓN Y/O CONSTRUCCIÓN DE INFRAESTRUCTURA EDUCATIVA DEL PROGRAMA 2024, EN DIFERENTES MUNICIPIOS EN EL ESTADO DE JALISCO. FRENTE 1.","ELABORACIÓN DE PROYECTOS EJECUTIVOS DE INSTALACIONES PARA LA REHABILITACIÓN Y/O CONSTRUCCIÓN DE INFRAESTRUCTURA EDUCATIVA DEL PROGRAMA 2024, EN DIFERENTES MUNICIPIOS EN EL ESTADO DE JALISCO. FRENTE 1.","$1,199,329"
2024,SIOP-E-SROP-SER-AD-482-2024,ELABORACIÓN DE PROYECTOS ARQUITECTÓNICOS PARA OBRAS DE INFRAESTRUCTURA DEL PROGRAMA 2024 DEL GOBIERNO DEL ESTADO DE JALISCO. FRENTE 3.,ELABORACIÓN DE PROYECTOS ARQUITECTÓNICOS PARA OBRAS DE INFRAESTRUCTURA DEL PROGRAMA 2024 DEL GOBIERNO DEL ESTADO DE JALISCO. FRENTE 3.,"$1,196,178"
2024,SIOP-E-SROP-SER-AD-483-2024,ELABORACIÓN DE PROYECTOS ARQUITECTÓNICOS PARA OBRAS DE INFRAESTRUCTURA DEL PROGRAMA 2024 DEL GOBIERNO DEL ESTADO DE JALISCO. FRENTE 4.,ELABORACIÓN DE PROYECTOS ARQUITECTÓNICOS PARA OBRAS DE INFRAESTRUCTURA DEL PROGRAMA 2024 DEL GOBIERNO DEL ESTADO DE JALISCO. FRENTE 4.,"$1,193,178"
2024,SIOP-E-SROP-SER-AD-490-2024,ELABORACIÓN DE DISEÑO ARQUITECTÓNICO Y PROYECTO ESTRUCTURAL DE TENSO ESTRUCTURAS ARQUITECTÓNICAS DEL PROGRAMA 2024 EN DIFERENTES MUNICIPIOS EN EL ESTADO DE JALISCO. FRENTE 1.,ELABORACIÓN DE DISEÑO ARQUITECTÓNICO Y PROYECTO ESTRUCTURAL DE TENSO ESTRUCTURAS ARQUITECTÓNICAS DEL PROGRAMA 2024 EN DIFERENTES MUNICIPIOS EN EL ESTADO DE JALISCO. FRENTE 1.,"$889,746"
2024,SIOP-E-SROP-SER-AD-491-2024,ELABORACIÓN DE DISEÑO ARQUITECTÓNICO Y PROYECTO ESTRUCTURAL DE TENSO ESTRUCTURAS ARQUITECTÓNICAS DEL PROGRAMA 2024 EN DIFERENTES MUNICIPIOS EN EL ESTADO DE JALISCO. FRENTE 2.,ELABORACIÓN DE DISEÑO ARQUITECTÓNICO Y PROYECTO ESTRUCTURAL DE TENSO ESTRUCTURAS ARQUITECTÓNICAS DEL PROGRAMA 2024 EN DIFERENTES MUNICIPIOS EN EL ESTADO DE JALISCO. FRENTE 2.,"$592,322"
2024,SIOP-E-ICAR-OB-CSS-233-2024,"CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 507, LIBRAMIENTO DE PUERTO VALLARTA, EN EL MUNICIPIO DE PUERTO VALLARTA, JALISCO. SEGUNDA ETAPA. FRENTE 3.","CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 507, LIBRAMIENTO DE PUERTO VALLARTA, EN EL MUNICIPIO DE PUERTO VALLARTA, JALISCO. SEGUNDA ETAPA. FRENTE 3.","$10,314,586"
2024,SIOP-E-SMA-OB-AD-517-2024,"CONSTRUCCIÓN DE OBRA COMPLEMENTARIA EN LA REHABILITACIÓN DEL ANTIGUO HOSPITAL CIVIL, EN EL MUNICIPIO DE GUADALAJARA, JALISCO. FRENTE 10.","CONSTRUCCIÓN DE OBRA COMPLEMENTARIA EN LA REHABILITACIÓN DEL ANTIGUO HOSPITAL CIVIL, EN EL MUNICIPIO DE GUADALAJARA, JALISCO. FRENTE 10.","$2,517,250"
2024,SIOP-E-DREFOCOCI-OB-CSS-347-2024,"REHABILITACIÓN DEL PARQUE LUIS QUINTANAR (PARQUE SOLIDARIDAD), UBICADO EN LOS MUNICIPIOS DE GUADALAJARA Y TONALÁ, JALISCO. FRENTE 43.","REHABILITACIÓN DEL PARQUE LUIS QUINTANAR (PARQUE SOLIDARIDAD), UBICADO EN LOS MUNICIPIOS DE GUADALAJARA Y TONALÁ, JALISCO. FRENTE 43.","$3,963,003"
2024,SIOP-E-DREFOCOCI-OB-CSS-348-2024,"REHABILITACIÓN DEL PARQUE LUIS QUINTANAR (PARQUE SOLIDARIDAD), UBICADO EN LOS MUNICIPIOS DE GUADALAJARA Y TONALÁ, JALISCO. FRENTE 44.","REHABILITACIÓN DEL PARQUE LUIS QUINTANAR (PARQUE SOLIDARIDAD), UBICADO EN LOS MUNICIPIOS DE GUADALAJARA Y TONALÁ, JALISCO. FRENTE 44.","$6,987,624"
2024,SIOP-E-DREFOCOCI-OB-CSS-352-2024,"REHABILITACIÓN DEL PARQUE LUIS QUINTANAR (PARQUE SOLIDARIDAD), UBICADO EN LOS MUNICIPIOS DE GUADALAJARA Y TONALÁ, JALISCO. FRENTE 45.","REHABILITACIÓN DEL PARQUE LUIS QUINTANAR (PARQUE SOLIDARIDAD), UBICADO EN LOS MUNICIPIOS DE GUADALAJARA Y TONALÁ, JALISCO. FRENTE 45.","$2,654,501"
2024,SIOP-E-IV-OB-CSS-353-2024,"CONSTRUCCIÓN DEL NODO COLOTLÁN, UBICADO EN LA AV. JUAN GIL PRECIADO A SU CRUCE CON LA CARRETERA A COLOTLÁN, MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA. FRENTE 1.","CONSTRUCCIÓN DEL NODO COLOTLÁN, UBICADO EN LA AV. JUAN GIL PRECIADO A SU CRUCE CON LA CARRETERA A COLOTLÁN, MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA. FRENTE 1.","$2,967,858"
2024,SIOP-E-FINEDUC-OB-CSS-382-2024,"MEJORAMIENTO DE INFRAESTRUCTURA EN EL TECNOLÓGICO SUPERIOR DE JALISCO LAGOS DE MORENO CCT 14EIT0005Z, EN EL MUNICIPIO DE LAGOS DE MORENO, JALISCO. SEGUNDA ETAPA. FRENTE 3.","MEJORAMIENTO DE INFRAESTRUCTURA EN EL TECNOLÓGICO SUPERIOR DE JALISCO LAGOS DE MORENO CCT 14EIT0005Z, EN EL MUNICIPIO DE LAGOS DE MORENO, JALISCO. SEGUNDA ETAPA. FRENTE 3.","$6,254,104"
2024,SIOP-E-DREFOCOCI-OB-AD-538-2024,"REHABILITACIÓN DEL POLIDEPORTIVO CODE ALCALDE, EN EL MUNICIPIO DE GUADALAJARA, JALISCO. TERCERA ETAPA. FRENTE 2.","REHABILITACIÓN DEL POLIDEPORTIVO CODE ALCALDE, EN EL MUNICIPIO DE GUADALAJARA, JALISCO. TERCERA ETAPA. FRENTE 2.","$433,365"
2024,SIOP-E-FINEDUC-OB-CSS-391-2024,"MEJORAMIENTO DE INFRAESTRUCTURA EN EL TECNOLÓGICO SUPERIOR DE JALISCO ZAPOPAN CCT 14EIT0001C, UBICADO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA. FRENTE 2.","MEJORAMIENTO DE INFRAESTRUCTURA EN EL TECNOLÓGICO SUPERIOR DE JALISCO ZAPOPAN CCT 14EIT0001C, UBICADO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA. FRENTE 2.","$10,996,330"
2024,SIOP-E-FINEDUC-OB-CSS-362-2024,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA CECYTEJ SANTA MARGARITA CCT 14ETC0025S, EN EL MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA. FRENTE 3.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA CECYTEJ SANTA MARGARITA CCT 14ETC0025S, EN EL MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA. FRENTE 3.","$3,379,828"
2024,SIOP-E-IV-OB-CSS-359-2024,"CONSTRUCCIÓN DE LATERALES Y OBRAS COMPLEMENTARIAS EN LATERALES EXISTENTES DEL PERIFÉRICO MANUEL GÓMEZ MORÍN, DEL KM. 13+100 AL KM. 23+000, LADO ORIENTE, EN EL MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA. FRENTE 5.","CONSTRUCCIÓN DE LATERALES Y OBRAS COMPLEMENTARIAS EN LATERALES EXISTENTES DEL PERIFÉRICO MANUEL GÓMEZ MORÍN, DEL KM. 13+100 AL KM. 23+000, LADO ORIENTE, EN EL MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA. FRENTE 5.","$3,767,943"
2024,SIOP-E-FINEDUC-OB-CSS-392-2024,"MEJORAMIENTO DE INFRAESTRUCTURA EN EL TECNOLÓGICO SUPERIOR DE JALISCO ZAPOPAN CCT 14EIT0001C, UBICADO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA. FRENTE 3.","MEJORAMIENTO DE INFRAESTRUCTURA EN EL TECNOLÓGICO SUPERIOR DE JALISCO ZAPOPAN CCT 14EIT0001C, UBICADO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA. FRENTE 3.","$3,477,194"
2024,SIOP-E-IV-OB-CSS-358-2024,"CONSTRUCCIÓN DE LATERALES Y OBRAS COMPLEMENTARIAS EN LATERALES EXISTENTES DEL PERIFÉRICO MANUEL GÓMEZ MORÍN, DEL KM. 13+100 AL KM. 23+000, LADO ORIENTE, EN EL MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA. FRENTE 4.","CONSTRUCCIÓN DE LATERALES Y OBRAS COMPLEMENTARIAS EN LATERALES EXISTENTES DEL PERIFÉRICO MANUEL GÓMEZ MORÍN, DEL KM. 13+100 AL KM. 23+000, LADO ORIENTE, EN EL MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA. FRENTE 4.","$10,411,758"
2024,SIOP-E-TROMPOMEG-OB-CSS-506-2024,"CONSTRUCCIÓN DEL MUSEO TEQUILA - LAB, UBICADO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. FRENTE 2.","CONSTRUCCIÓN DEL MUSEO TEQUILA - LAB, UBICADO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. FRENTE 2.","$12,125,487"
2024,SIOP-E-TROMPOMEG-OB-CSS-507-2024,"CONSTRUCCIÓN DEL MUSEO TEQUILA - LAB, UBICADO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. FRENTE 3.","CONSTRUCCIÓN DEL MUSEO TEQUILA - LAB, UBICADO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. FRENTE 3.","$14,150,396"
2024,SIOP-E-SROP-SER-AD-478-2024,ELABORACIÓN DE PROYECTOS EJECUTIVOS DE INSTALACIONES PARA LA REHABILITACIÓN Y/O CONSTRUCCIÓN DE INFRAESTRUCTURA EDUCATIVA DEL PROGRAMA 2024 EN DIFERENTES MUNICIPIOS EN EL ESTADO DE JALISCO. FRENTE 2.,ELABORACIÓN DE PROYECTOS EJECUTIVOS DE INSTALACIONES PARA LA REHABILITACIÓN Y/O CONSTRUCCIÓN DE INFRAESTRUCTURA EDUCATIVA DEL PROGRAMA 2024 EN DIFERENTES MUNICIPIOS EN EL ESTADO DE JALISCO. FRENTE 2.,"$1,196,875"
2024,SIOP-E-PAV-OB-AD-552-2024,"PAVIMENTACIÓN CON ASFALTO EN LA CALLE RIEL, EN EL MUNICIPIO DE TLAJOMULCO DE ZÚÑIGA, JALISCO.","PAVIMENTACIÓN CON ASFALTO EN LA CALLE RIEL, EN EL MUNICIPIO DE TLAJOMULCO DE ZÚÑIGA, JALISCO.","$2,497,138"
2024,SIOP-E-ESP-OB-AD-554-2024,"CONSTRUCCIÓN Y EQUIPAMIENTO DE LA UNIVERSIDAD DE POLICÍA, MUNICIPIO DE GUADALAJARA, JALISCO. TERCERA ETAPA. FRENTE 1.","CONSTRUCCIÓN Y EQUIPAMIENTO DE LA UNIVERSIDAD DE POLICÍA, MUNICIPIO DE GUADALAJARA, JALISCO. TERCERA ETAPA. FRENTE 1.","$1,771,503"
2024,SIOP-E-PAV-OB-AD-558-2024,"PAVIMENTACIÓN CON EMPEDRADO ZAMPEADO EN CAMINO SANTA ANITA - SAN SEBASTIÁN, MUNICIPIO DE SAN PEDRO TLAQUEPAQUE, JALISCO. SEGUNDA ETAPA.","PAVIMENTACIÓN CON EMPEDRADO ZAMPEADO EN CAMINO SANTA ANITA - SAN SEBASTIÁN, MUNICIPIO DE SAN PEDRO TLAQUEPAQUE, JALISCO. SEGUNDA ETAPA.","$2,295,606"
2024,SIOP-E-FINEDUC-OB-AD-316-2024,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA CECYTEJ SANTA MARGARITA CCT 14ETC0025S, EN EL MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA. FRENTE 5.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA CECYTEJ SANTA MARGARITA CCT 14ETC0025S, EN EL MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA. FRENTE 5.","$1,996,728"
2024,SIOP-E-TROMPO-OB-CSS-499-2024,"REHABILITACIÓN DEL MUSEO TROMPO MÁGICO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. TERCERA ETAPA. FRENTE 10.","REHABILITACIÓN DEL MUSEO TROMPO MÁGICO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. TERCERA ETAPA. FRENTE 10.","$5,399,919"
2024,SIOP-E-TROMPO-OB-CSS-502-2024,"REHABILITACIÓN DEL MUSEO TROMPO MÁGICO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. TERCERA ETAPA. FRENTE 12.","REHABILITACIÓN DEL MUSEO TROMPO MÁGICO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. TERCERA ETAPA. FRENTE 12.","$8,606,827"
2024,SIOP-E-TROMPO-OB-CSS-503-2024,"REHABILITACIÓN DEL MUSEO TROMPO MÁGICO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. TERCERA ETAPA. FRENTE 13.","REHABILITACIÓN DEL MUSEO TROMPO MÁGICO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. TERCERA ETAPA. FRENTE 13.","$9,173,287"
2024,SIOP-E-TROMPOMEG-OB-CSS-511-2024,"CONSTRUCCIÓN DEL BOSQUE URBANO LA CAÑADA, UBICADO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. FRENTE 2.","CONSTRUCCIÓN DEL BOSQUE URBANO LA CAÑADA, UBICADO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. FRENTE 2.","$5,999,765"
2024,SIOP-E-FINEDUC-OB-AD-371-2024,"CONSTRUCCIÓN DE MÓDULO EN LA ESCUELA PRIMARIA GUILLERMO GONZÁLEZ CAMARENA CCT 14EPR1172Y, EN LA LOCALIDAD DE HACIENDA SANTA FE, MUNICIPIO DE TLAJOMULCO DE ZÚÑIGA, JALISCO. FRENTE 5.","CONSTRUCCIÓN DE MÓDULO EN LA ESCUELA PRIMARIA GUILLERMO GONZÁLEZ CAMARENA CCT 14EPR1172Y, EN LA LOCALIDAD DE HACIENDA SANTA FE, MUNICIPIO DE TLAJOMULCO DE ZÚÑIGA, JALISCO. FRENTE 5.","$2,348,226"
2024,SIOP-E-SMA-OB-CSS-323-2024,"CONSTRUCCIÓN DE OBRA COMPLEMENTARIA EN LA REHABILITACIÓN DEL ANTIGUO HOSPITAL CIVIL, EN EL MUNICIPIO DE GUADALAJARA, JALISCO. FRENTE 4.","CONSTRUCCIÓN DE OBRA COMPLEMENTARIA EN LA REHABILITACIÓN DEL ANTIGUO HOSPITAL CIVIL, EN EL MUNICIPIO DE GUADALAJARA, JALISCO. FRENTE 4.","$13,620,642"
2024,SIOP-E-IV-OB-CSS-421-2024,"CONSTRUCCIÓN DE PARABUS TIPO 2 PARA TRANSPORTE PÚBLICO EN EL ACCESO SUR A LA ZONA METROPOLITANA DE GUADALAJARA, JALISCO. FRENTE 1.","CONSTRUCCIÓN DE PARABUS TIPO 2 PARA TRANSPORTE PÚBLICO EN EL ACCESO SUR A LA ZONA METROPOLITANA DE GUADALAJARA, JALISCO. FRENTE 1.","$5,674,922"
2024,SIOP-E-TROMPOMEG-OB-CSS-508-2024,"CONSTRUCCIÓN DEL MUSEO TEQUILA - LAB, UBICADO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. FRENTE 4.","CONSTRUCCIÓN DEL MUSEO TEQUILA - LAB, UBICADO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. FRENTE 4.","$11,250,625"
2024,SIOP-E-FINEDUC-OB-CSS-467-2024,"CONSTRUCCIÓN DE INFRAESTRUCTURA EN EL TECNOLÓGICO SUPERIOR DE JALISCO TOMATLÁN, UBICADO EN EL MUNICIPIO DE TOMATLÁN, JALISCO. TERCERA ETAPA. FRENTE 2.","CONSTRUCCIÓN DE INFRAESTRUCTURA EN EL TECNOLÓGICO SUPERIOR DE JALISCO TOMATLÁN, UBICADO EN EL MUNICIPIO DE TOMATLÁN, JALISCO. TERCERA ETAPA. FRENTE 2.","$8,976,959"
2024,SIOP-E-SMA-OB-CSS-516-2024,"CONSTRUCCIÓN DE NUEVO HOSPITAL CIVIL DE ORIENTE, EN EL MUNICIPIO DE TONALÁ, JALISCO. SÉPTIMA ETAPA. FRENTE 4.","CONSTRUCCIÓN DE NUEVO HOSPITAL CIVIL DE ORIENTE, EN EL MUNICIPIO DE TONALÁ, JALISCO. SÉPTIMA ETAPA. FRENTE 4.","$7,449,789"
2024,SIOP-E-SMA-OB-CSS-531-2024,"CONSTRUCCIÓN DEL “MÓDULO B” DEL NUEVO HOSPITAL CIVIL DE ORIENTE, EN EL MUNICIPIO DE TONALÁ, JALISCO. TERCERA ETAPA. FRENTE 13.","CONSTRUCCIÓN DEL “MÓDULO B” DEL NUEVO HOSPITAL CIVIL DE ORIENTE, EN EL MUNICIPIO DE TONALÁ, JALISCO. TERCERA ETAPA. FRENTE 13.","$11,954,984"
2024,SIOP-E-SMA-OB-CSS-533-2024,"CONSTRUCCIÓN DEL “MÓDULO B” DEL NUEVO HOSPITAL CIVIL DE ORIENTE, EN EL MUNICIPIO DE TONALÁ, JALISCO. TERCERA ETAPA. FRENTE 15.","CONSTRUCCIÓN DEL “MÓDULO B” DEL NUEVO HOSPITAL CIVIL DE ORIENTE, EN EL MUNICIPIO DE TONALÁ, JALISCO. TERCERA ETAPA. FRENTE 15.","$11,944,258"
2024,SIOP-E-SMA-OB-CSS-534-2024,"CONSTRUCCIÓN DEL “MÓDULO B” DEL NUEVO HOSPITAL CIVIL DE ORIENTE, EN EL MUNICIPIO DE TONALÁ, JALISCO. TERCERA ETAPA. FRENTE 16.","CONSTRUCCIÓN DEL “MÓDULO B” DEL NUEVO HOSPITAL CIVIL DE ORIENTE, EN EL MUNICIPIO DE TONALÁ, JALISCO. TERCERA ETAPA. FRENTE 16.","$12,049,913"
2024,SIOP-E-PAVFI-OB-AD-581-2024,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO, EN LAS CALLES FRANCISCO ZARCO (PLÁCIDO MURILLO) Y ALTAMIRANO, UBICADAS EN LA CABECERA MUNICIPAL DE VILLA GUERRERO, JALISCO.","PAVIMENTACIÓN CON CONCRETO HIDRÁULICO, EN LAS CALLES FRANCISCO ZARCO (PLÁCIDO MURILLO) Y ALTAMIRANO, UBICADAS EN LA CABECERA MUNICIPAL DE VILLA GUERRERO, JALISCO.","$1,996,318"
2024,SIOP-E-FINEDUC-OB-AD-594-2024,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA AGUSTÍN YÁÑEZ CCT 14DPR0690C, EN EL MUNICIPIO DE SAN PEDRO TLAQUEPAQUE, JALISCO. SEGUNDA ETAPA.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA AGUSTÍN YÁÑEZ CCT 14DPR0690C, EN EL MUNICIPIO DE SAN PEDRO TLAQUEPAQUE, JALISCO. SEGUNDA ETAPA.","$299,878"
2024,SIOP-E-IV-OB-AD-586-2024,"REHABILITACIÓN DE BANQUETAS EN LA PROL. PINO SUÁREZ, EN EL MUNICIPIO DE ZAPOPAN, JALISCO.","REHABILITACIÓN DE BANQUETAS EN LA PROL. PINO SUÁREZ, EN EL MUNICIPIO DE ZAPOPAN, JALISCO.","$1,798,007"
2024,SIOP-E-PAVFI-OB-AD-580-2024,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO, REDES DE AGUA Y DRENAJE EN LAS CALLES NIÑOS HÉROES Y TEPEYAC, UBICADAS EN LA CABECERA MUNICIPAL DE MEXTICACÁN, JALISCO.","PAVIMENTACIÓN CON CONCRETO HIDRÁULICO, REDES DE AGUA Y DRENAJE EN LAS CALLES NIÑOS HÉROES Y TEPEYAC, UBICADAS EN LA CABECERA MUNICIPAL DE MEXTICACÁN, JALISCO.","$1,995,007"
2024,SIOP-E-FINEDUC-OB-CSS-416-2024,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA PRIMARIA GRACIANO SÁNCHEZ CCT 14DPR1987T, EN EL MUNICIPIO DE OCOTLÁN, JALISCO. FRENTE 1.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA PRIMARIA GRACIANO SÁNCHEZ CCT 14DPR1987T, EN EL MUNICIPIO DE OCOTLÁN, JALISCO. FRENTE 1.","$7,461,565"
2024,SIOP-E-ECI-OB-CSS-453-2024,"REHABILITACIÓN DE LA INFRAESTRUCTURA EN EL ESTACIONAMIENTO SUBTERRÁNEO TRES PODERES DE LA PLAZA LIBERACIÓN, UBICADO EN EL MUNICIPIO DE GUADALAJARA, JALISCO. FRENTE 2.","REHABILITACIÓN DE LA INFRAESTRUCTURA EN EL ESTACIONAMIENTO SUBTERRÁNEO TRES PODERES DE LA PLAZA LIBERACIÓN, UBICADO EN EL MUNICIPIO DE GUADALAJARA, JALISCO. FRENTE 2.","$4,464,697"
2024,SIOP-E-FINEDUC-OB-CSS-849-2024,"MEJORAMIENTO DE INFRAESTRUCTURA EN EL TECNOLÓGICO SUPERIOR DE JALISCO ZAPOPAN CCT 14EIT0001C, UBICADO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA. FRENTE 11.","MEJORAMIENTO DE INFRAESTRUCTURA EN EL TECNOLÓGICO SUPERIOR DE JALISCO ZAPOPAN CCT 14EIT0001C, UBICADO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA. FRENTE 11.","$3,760,133"
2024,SIOP-E-SMA-OB-CSS-459-2024,"REHABILITACIÓN DEL HOSPITAL GENERAL DE OCCIDENTE CLUES JCSSA007066 (HOSPITAL ZOQUIPAN), UBICADO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA. FRENTE 4.","REHABILITACIÓN DEL HOSPITAL GENERAL DE OCCIDENTE CLUES JCSSA007066 (HOSPITAL ZOQUIPAN), UBICADO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA. FRENTE 4.","$6,586,921"
2024,SIOP-E-SMA-OB-CSS-461-2024,"REHABILITACIÓN DEL HOSPITAL GENERAL DE OCCIDENTE CLUES JCSSA007066 (HOSPITAL ZOQUIPAN), UBICADO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA. FRENTE 6.","REHABILITACIÓN DEL HOSPITAL GENERAL DE OCCIDENTE CLUES JCSSA007066 (HOSPITAL ZOQUIPAN), UBICADO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA. FRENTE 6.","$15,317,643"
